molecule_id,generation_mode,source,SMILES,isomeric_SMILES,parent_id,TAF_score_2d,predicted_activity,predictive_uncertainty,similarity_to_train_max,similarity_to_active_max,novelty,uncertainty,information_gain_score,applicability_domain,selection_reason,experimental_status,created_at,portfolio_group,hypothesis_linked
MC-28,medchem_baseline,traditional_medicinal_chemistry,C.C.C=C.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,C.C.C=C.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,7,0.0,0.2188,0.4124,0.0816,0.0577,0.9184,0.5,0.2188,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-29,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.C=C.O=C(Br)C(O)=CBr,Br.Br.Br.Br.C.C.C=C.O=C(Br)C(O)=CBr,7,0.25,0.2288,0.419,0.0816,0.0732,0.9184,0.5,0.2288,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-30,medchem_baseline,traditional_medicinal_chemistry,C.C.C=C.I.I.I.I.O=C(I)C(O)=CI,C.C.C=C.I.I.I.I.O=C(I)C(O)=CI,7,0.0,0.2238,0.4157,0.0833,0.0588,0.9167,0.5,0.2238,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-31,medchem_baseline,traditional_medicinal_chemistry,C.C.CC.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,C.C.CC.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,8,0.0,0.2088,0.4054,0.075,0.0667,0.925,0.5,0.2088,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-32,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.CC.O=C(Br)C(O)=CBr,Br.Br.Br.Br.C.C.CC.O=C(Br)C(O)=CBr,8,0.25,0.2188,0.4124,0.075,0.0732,0.925,0.5,0.2188,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-33,medchem_baseline,traditional_medicinal_chemistry,C.C.CC.I.I.I.I.O=C(I)C(O)=CI,C.C.CC.I.I.I.I.O=C(I)C(O)=CI,8,0.0,0.2138,0.4089,0.0769,0.0682,0.9231,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-34,medchem_baseline,traditional_medicinal_chemistry,C.C.CCC.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,C.C.CCC.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,9,0.0,0.19,0.3923,0.1064,0.1064,0.8936,0.5,0.19,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-35,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.CCC.O=C(Br)C(O)=CBr,Br.Br.Br.Br.C.C.CCC.O=C(Br)C(O)=CBr,9,0.25,0.2,0.4,0.1064,0.1064,0.8936,0.5,0.2,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-36,medchem_baseline,traditional_medicinal_chemistry,C.C.CCC.I.I.I.I.O=C(I)C(O)=CI,C.C.CCC.I.I.I.I.O=C(I)C(O)=CI,9,0.0,0.195,0.3962,0.1087,0.1087,0.8913,0.5,0.195,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-37,medchem_baseline,traditional_medicinal_chemistry,C.C.C1CC1.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,C.C.C1CC1.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,10,0.0,0.1938,0.3942,0.0847,0.0652,0.9153,0.5,0.1938,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-38,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.C1CC1.O=C(Br)C(O)=CBr,Br.Br.Br.Br.C.C.C1CC1.O=C(Br)C(O)=CBr,10,0.25,0.1988,0.398,0.0847,0.0714,0.9153,0.5,0.1988,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-39,medchem_baseline,traditional_medicinal_chemistry,C.C.C1CC1.I.I.I.I.O=C(I)C(O)=CI,C.C.C1CC1.I.I.I.I.O=C(I)C(O)=CI,10,0.0,0.1938,0.3942,0.0862,0.0667,0.9138,0.5,0.1938,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-40,medchem_baseline,traditional_medicinal_chemistry,C.C.CC1CCCCC1.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,C.C.CC1CCCCC1.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,11,0.0,0.1288,0.3337,0.1429,0.0962,0.8571,0.5,0.1288,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-41,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.CC1CCCCC1.O=C(Br)C(O)=CBr,Br.Br.Br.Br.C.C.CC1CCCCC1.O=C(Br)C(O)=CBr,11,0.25,0.1388,0.3445,0.1429,0.0962,0.8571,0.5,0.1388,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-42,medchem_baseline,traditional_medicinal_chemistry,C.C.CC1CCCCC1.I.I.I.I.O=C(I)C(O)=CI,C.C.CC1CCCCC1.I.I.I.I.O=C(I)C(O)=CI,11,0.0,0.1288,0.3337,0.1452,0.098,0.8548,0.5,0.1288,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-43,medchem_baseline,traditional_medicinal_chemistry,C.C.C#C.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,C.C.C#C.Cl.Cl.Cl.Cl.O=C(Cl)C(O)=CCl,12,0.25,0.2288,0.419,0.075,0.0577,0.925,0.5,0.2288,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-44,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.C#C.O=C(Br)C(O)=CBr,Br.Br.Br.Br.C.C.C#C.O=C(Br)C(O)=CBr,12,0.5,0.2388,0.4253,0.075,0.0732,0.925,0.5,0.2388,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-45,medchem_baseline,traditional_medicinal_chemistry,C.C.C#C.I.I.I.I.O=C(I)C(O)=CI,C.C.C#C.I.I.I.I.O=C(I)C(O)=CI,12,0.25,0.2338,0.4222,0.0769,0.0588,0.9231,0.5,0.2338,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-46,medchem_baseline,traditional_medicinal_chemistry,C.C.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl,C.C.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl,13,0.0,0.2138,0.4089,0.0811,0.0526,0.9189,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-47,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.O=C(Br)C(Br)=CBr,Br.Br.Br.Br.C.C.O=C(Br)C(Br)=CBr,13,0.25,0.2138,0.4089,0.087,0.0789,0.913,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-48,medchem_baseline,traditional_medicinal_chemistry,C.C.I.I.I.I.O=C(I)C(I)=CI,C.C.I.I.I.I.O=C(I)C(I)=CI,13,0.0,0.2188,0.4124,0.0833,0.0541,0.9167,0.5,0.2188,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-49,medchem_baseline,traditional_medicinal_chemistry,C.C.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl.c1ccccc1.c1ccccc1,C.C.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl.c1ccccc1.c1ccccc1,14,0.0,0.2238,0.4157,0.1,0.1,0.9,0.5,0.2238,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-50,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.O=C(Br)C(Br)=CBr.c1ccccc1.c1ccccc1,Br.Br.Br.Br.C.C.O=C(Br)C(Br)=CBr.c1ccccc1.c1ccccc1,14,0.25,0.2188,0.4124,0.1224,0.1224,0.8776,0.5,0.2188,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-51,medchem_baseline,traditional_medicinal_chemistry,C.C.I.I.I.I.O=C(I)C(I)=CI.c1ccccc1.c1ccccc1,C.C.I.I.I.I.O=C(I)C(I)=CI.c1ccccc1.c1ccccc1,14,0.0,0.2288,0.419,0.102,0.102,0.898,0.5,0.2288,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-52,medchem_baseline,traditional_medicinal_chemistry,C.C.C=C.C=C.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl,C.C.C=C.C=C.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl,15,0.0,0.2088,0.4054,0.0833,0.05,0.9167,0.5,0.2088,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-53,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.C=C.C=C.O=C(Br)C(Br)=CBr,Br.Br.Br.Br.C.C.C=C.C=C.O=C(Br)C(Br)=CBr,15,0.25,0.2038,0.4017,0.1064,0.075,0.8936,0.5,0.2038,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-54,medchem_baseline,traditional_medicinal_chemistry,C.C.C=C.C=C.I.I.I.I.O=C(I)C(I)=CI,C.C.C=C.C=C.I.I.I.I.O=C(I)C(I)=CI,15,0.0,0.2138,0.4089,0.0851,0.0513,0.9149,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-55,medchem_baseline,traditional_medicinal_chemistry,C.C.CC.CC.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl,C.C.CC.CC.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl,16,0.0,0.1788,0.382,0.0769,0.0682,0.9231,0.5,0.1788,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-56,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.CC.CC.O=C(Br)C(Br)=CBr,Br.Br.Br.Br.C.C.CC.CC.O=C(Br)C(Br)=CBr,16,0.25,0.1738,0.3778,0.0952,0.0889,0.9048,0.5,0.1738,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-57,medchem_baseline,traditional_medicinal_chemistry,C.C.CC.CC.I.I.I.I.O=C(I)C(I)=CI,C.C.CC.CC.I.I.I.I.O=C(I)C(I)=CI,16,0.0,0.1838,0.3862,0.0789,0.0698,0.9211,0.5,0.1838,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-58,medchem_baseline,traditional_medicinal_chemistry,C.C.C#N.C#N.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl,C.C.C#N.C#N.Cl.Cl.Cl.Cl.O=C(Cl)C(Cl)=CCl,17,0.0,0.2188,0.4124,0.075,0.0536,0.925,0.5,0.2188,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-59,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.C.C.C#N.C#N.O=C(Br)C(Br)=CBr,Br.Br.Br.Br.C.C.C#N.C#N.O=C(Br)C(Br)=CBr,17,0.25,0.2138,0.4089,0.0816,0.0732,0.9184,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-60,medchem_baseline,traditional_medicinal_chemistry,C.C.C#N.C#N.I.I.I.I.O=C(I)C(I)=CI,C.C.C#N.C#N.I.I.I.I.O=C(I)C(I)=CI,17,0.0,0.2238,0.4157,0.0769,0.0545,0.9231,0.5,0.2238,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-61,medchem_baseline,traditional_medicinal_chemistry,Cl.Cl.O=C(Cl)C(O)=CCl.c1ccccc1,Cl.Cl.O=C(Cl)C(O)=CCl.c1ccccc1,18,0.0,0.2388,0.4253,0.102,0.102,0.898,0.5,0.2388,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-62,medchem_baseline,traditional_medicinal_chemistry,Br.Br.O=C(Br)C(O)=CBr.c1ccccc1,Br.Br.O=C(Br)C(O)=CBr.c1ccccc1,18,0.25,0.2488,0.4313,0.1026,0.1026,0.8974,0.5,0.2488,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-63,medchem_baseline,traditional_medicinal_chemistry,I.I.O=C(I)C(O)=CI.c1ccccc1,I.I.O=C(I)C(O)=CI.c1ccccc1,18,0.0,0.2438,0.4284,0.1042,0.1042,0.8958,0.5,0.2438,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-64,medchem_baseline,traditional_medicinal_chemistry,C=C.Cl.Cl.O=C(Cl)C(O)=CCl,C=C.Cl.Cl.O=C(Cl)C(O)=CCl,19,0.0,0.2138,0.4089,0.0833,0.0588,0.9167,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-65,medchem_baseline,traditional_medicinal_chemistry,Br.Br.C=C.O=C(Br)C(O)=CBr,Br.Br.C=C.O=C(Br)C(O)=CBr,19,0.25,0.2238,0.4157,0.0833,0.075,0.9167,0.5,0.2238,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-66,medchem_baseline,traditional_medicinal_chemistry,C=C.I.I.O=C(I)C(O)=CI,C=C.I.I.O=C(I)C(O)=CI,19,0.0,0.2138,0.4089,0.0851,0.06,0.9149,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-67,medchem_baseline,traditional_medicinal_chemistry,CCC.Cl.Cl.O=C(Cl)C(O)=CCl,CCC.Cl.Cl.O=C(Cl)C(O)=CCl,20,0.0,0.215,0.4108,0.1087,0.1087,0.8913,0.5,0.215,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-68,medchem_baseline,traditional_medicinal_chemistry,Br.Br.CCC.O=C(Br)C(O)=CBr,Br.Br.CCC.O=C(Br)C(O)=CBr,20,0.25,0.225,0.4176,0.1087,0.1087,0.8913,0.5,0.225,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-69,medchem_baseline,traditional_medicinal_chemistry,CCC.I.I.O=C(I)C(O)=CI,CCC.I.I.O=C(I)C(O)=CI,20,0.0,0.215,0.4108,0.1111,0.1111,0.8889,0.5,0.215,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-70,medchem_baseline,traditional_medicinal_chemistry,C1CC1.Cl.Cl.O=C(Cl)C(O)=CCl,C1CC1.Cl.Cl.O=C(Cl)C(O)=CCl,21,0.0,0.2188,0.4124,0.0862,0.0667,0.9138,0.5,0.2188,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-71,medchem_baseline,traditional_medicinal_chemistry,Br.Br.C1CC1.O=C(Br)C(O)=CBr,Br.Br.C1CC1.O=C(Br)C(O)=CBr,21,0.25,0.2238,0.4157,0.0862,0.0732,0.9138,0.5,0.2238,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-72,medchem_baseline,traditional_medicinal_chemistry,C1CC1.I.I.O=C(I)C(O)=CI,C1CC1.I.I.O=C(I)C(O)=CI,21,0.0,0.2138,0.4089,0.0877,0.0682,0.9123,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:35Z,F_uncertainty_reduction,
MC-73,medchem_baseline,traditional_medicinal_chemistry,Cl.Cl.O=C(Cl)C(Cl)=CCl,Cl.Cl.O=C(Cl)C(Cl)=CCl,22,0.0,0.2088,0.4054,0.0833,0.0541,0.9167,0.5,0.2088,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-74,medchem_baseline,traditional_medicinal_chemistry,Br.Br.O=C(Br)C(Br)=CBr,Br.Br.O=C(Br)C(Br)=CBr,22,0.25,0.2088,0.4054,0.0889,0.0811,0.9111,0.5,0.2088,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-75,medchem_baseline,traditional_medicinal_chemistry,I.I.O=C(I)C(I)=CI,I.I.O=C(I)C(I)=CI,22,0.0,0.2138,0.4089,0.0857,0.0556,0.9143,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-76,medchem_baseline,traditional_medicinal_chemistry,Cl.Cl.Cl.Cl.O=CCl,Cl.Cl.Cl.Cl.O=CCl,23,0.0,0.1988,0.398,0.1034,0.0323,0.8966,0.5,0.1988,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-77,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.O=CBr,Br.Br.Br.Br.O=CBr,23,0.25,0.2088,0.4054,0.1034,0.0645,0.8966,0.5,0.2088,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-78,medchem_baseline,traditional_medicinal_chemistry,I.I.I.I.O=CI,I.I.I.I.O=CI,23,0.0,0.1988,0.398,0.1034,0.0323,0.8966,0.5,0.1988,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-79,medchem_baseline,traditional_medicinal_chemistry,CC.Cl.Cl.O=C(Cl)C(Cl)=CO,CC.Cl.Cl.O=C(Cl)C(Cl)=CO,24,0.0,0.1938,0.3942,0.0789,0.0698,0.9211,0.5,0.1938,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-80,medchem_baseline,traditional_medicinal_chemistry,Br.Br.CC.O=C(Br)C(Br)=CO,Br.Br.CC.O=C(Br)C(Br)=CO,24,0.25,0.2088,0.4054,0.0789,0.0769,0.9211,0.5,0.2088,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-81,medchem_baseline,traditional_medicinal_chemistry,CC.I.I.O=C(I)C(I)=CO,CC.I.I.O=C(I)C(I)=CO,24,0.0,0.1988,0.398,0.0789,0.0698,0.9211,0.5,0.1988,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-82,medchem_baseline,traditional_medicinal_chemistry,CBr.Cl.O=C(Cl)C(O)=CO,CBr.Cl.O=C(Cl)C(O)=CO,25,0.25,0.2138,0.4089,0.075,0.0732,0.925,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-83,medchem_baseline,traditional_medicinal_chemistry,Br.CBr.O=C(Br)C(O)=CO,Br.CBr.O=C(Br)C(O)=CO,25,0.25,0.2138,0.4089,0.0769,0.075,0.9231,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-84,medchem_baseline,traditional_medicinal_chemistry,CBr.I.O=C(I)C(O)=CO,CBr.I.O=C(I)C(O)=CO,25,0.25,0.2138,0.4089,0.075,0.0732,0.925,0.5,0.2138,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-85,medchem_baseline,traditional_medicinal_chemistry,C.C.C.C.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.O=CCl,C.C.C.C.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.O=CCl,27,0.0,0.1538,0.3595,0.1,0.0312,0.9,0.5,0.1538,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-86,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.Br.Br.Br.Br.C.C.C.C.O=CBr,Br.Br.Br.Br.Br.Br.Br.Br.C.C.C.C.O=CBr,27,0.25,0.1638,0.3689,0.1,0.0625,0.9,0.5,0.1638,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-87,medchem_baseline,traditional_medicinal_chemistry,C.C.C.C.I.I.I.I.I.I.I.I.O=CI,C.C.C.C.I.I.I.I.I.I.I.I.O=CI,27,0.0,0.1538,0.3595,0.1,0.0312,0.9,0.5,0.1538,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-88,medchem_baseline,traditional_medicinal_chemistry,Cl.Cl.Cl.O=CCl,Cl.Cl.Cl.O=CCl,28,0.0,0.2038,0.4017,0.1034,0.0323,0.8966,0.5,0.2038,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-89,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.O=CBr,Br.Br.Br.O=CBr,28,0.25,0.2088,0.4054,0.1034,0.0645,0.8966,0.5,0.2088,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-90,medchem_baseline,traditional_medicinal_chemistry,I.I.I.O=CI,I.I.I.O=CI,28,0.0,0.1988,0.398,0.1034,0.0323,0.8966,0.5,0.1988,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-91,medchem_baseline,traditional_medicinal_chemistry,C=O.Cl.Cl.Cl.O=CCl,C=O.Cl.Cl.Cl.O=CCl,29,0.0,0.1988,0.398,0.0968,0.0303,0.9032,0.5,0.1988,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-92,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.C=O.O=CBr,Br.Br.Br.C=O.O=CBr,29,0.25,0.2038,0.4017,0.0968,0.0606,0.9032,0.5,0.2038,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-93,medchem_baseline,traditional_medicinal_chemistry,C=O.I.I.I.O=CI,C=O.I.I.I.O=CI,29,0.0,0.1938,0.3942,0.0968,0.0303,0.9032,0.5,0.1938,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-94,medchem_baseline,traditional_medicinal_chemistry,Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.ClC(Cl)Cl,Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.ClC(Cl)Cl,30,0.0,0.1688,0.3734,0.0588,0.0345,0.9412,0.5,0.1688,OUT-OF-DOMAIN,substituent swap to Cl,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-95,medchem_baseline,traditional_medicinal_chemistry,Br.Br.Br.Br.Br.Br.Br.Br.Br.ClC(Cl)Cl,Br.Br.Br.Br.Br.Br.Br.Br.Br.ClC(Cl)Cl,30,0.25,0.1688,0.3734,0.0588,0.0345,0.9412,0.5,0.1688,OUT-OF-DOMAIN,substituent swap to Br,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
MC-96,medchem_baseline,traditional_medicinal_chemistry,ClC(Cl)Cl.I.I.I.I.I.I.I.I.I,ClC(Cl)Cl.I.I.I.I.I.I.I.I.I,30,0.0,0.1688,0.3734,0.0588,0.0345,0.9412,0.5,0.1688,OUT-OF-DOMAIN,substituent swap to I,untested,2026-09-09T03:57:36Z,F_uncertainty_reduction,
